timestamp,round_num,source_node,target_node,transfer_type,param_summary,strategy_name
1753364927.7377167,1,0,1,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7377167,1,0,2,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7377167,1,0,3,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7377167,1,0,4,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7377167,1,0,5,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7377167,1,0,6,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7377167,1,0,7,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7377167,1,0,8,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7377167,1,0,9,parameter_transfer,"{'norm': 3.1657564640045166, 'mean': 0.02304677851498127, 'std': 0.18511484563350677}",
1753364927.7378144,1,1,0,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.7378144,1,1,2,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.7378144,1,1,3,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.7378144,1,1,4,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.7378144,1,1,5,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.7378144,1,1,6,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.7378144,1,1,7,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.7378144,1,1,8,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.7378144,1,1,9,parameter_transfer,"{'norm': 3.174516439437866, 'mean': 0.01995692402124405, 'std': 0.1859925538301468}",
1753364927.73787,1,2,0,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.73787,1,2,1,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.73787,1,2,3,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.73787,1,2,4,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.73787,1,2,5,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.73787,1,2,6,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.73787,1,2,7,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.73787,1,2,8,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.73787,1,2,9,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.737925,1,3,0,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.737925,1,3,1,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.737925,1,3,2,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.737925,1,3,4,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.737925,1,3,5,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.737925,1,3,6,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
1753364927.737925,1,3,7,parameter_transfer,"{'norm': 3.1337838172912598, 'mean': 0.021928073838353157, 'std': 0.18335339426994324}",
