activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749430828.1823378,1
aggregation,,True,,,1,GossipAvg,1749430839.592664,
aggregation,,False,,,1,GossipAvg,1749430839.592671,
model_update,,,,7.4144044021652125,1,,1749430846.3353124,
local_training,,,{},,2,,1749430846.8283408,1
aggregation,,True,,,2,GossipAvg,1749430852.4725478,
aggregation,,False,,,2,GossipAvg,1749430852.4725544,
model_update,,,,3.5284832987421155,2,,1749430858.8020287,
local_training,,,{},,3,,1749430859.2926598,1
aggregation,,True,,,3,GossipAvg,1749430865.006559,
aggregation,,False,,,3,GossipAvg,1749430865.0065656,
model_update,,,,2.4525447204997612,3,,1749430871.2521765,
