node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.054792,-92.50858,north_america,America/Chicago
1,Baltimore,USA,39.258688,-76.563728,europe,America/New_York
2,Palo Alto,USA,37.461192,-122.142593,asia_pacific,America/Los_Angeles
3,Boston,USA,42.339549,-71.096848,south_america,America/New_York
4,Los Angeles,USA,34.004571,-118.261997,africa,America/Los_Angeles
5,London,UK,51.527682,-0.145021,north_america,Europe/London
6,Paris,France,48.893412,2.382862,europe,Europe/Paris
7,Tokyo,Japan,35.627721,139.669392,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.34867,103.783352,south_america,Asia/Singapore
9,Sydney,Australia,-33.84003,151.254491,africa,Australia/Sydney
