node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,HIPAA,4,256,tier1_hospital,0.959,high,50000
1,clinic_001,2000,tier_2,64,PIPEDA,8,128,tier2_hospital,0.927,high,20000
2,research_center_002,10000,tier_3,128,local,16,512,research_center,0.994,critical,20000
3,mobile_unit_003,100,tier_1,8,PIPEDA,1,64,mobile_unit,0.778,high,2000
4,edge_device_004,100,tier_2,8,PIPEDA,1,8,edge_device,0.72,high,500
5,hospital_005,2000,tier_1,64,local,16,256,tier1_hospital,0.985,standard,10000
6,clinic_006,1000,tier_2,16,local,4,128,tier2_hospital,0.956,standard,20000
7,research_center_007,5000,tier_3,128,local,32,512,research_center,0.983,high,20000
8,mobile_unit_008,1000,tier_1,4,local,1,32,mobile_unit,0.779,critical,1000
9,edge_device_009,50,tier_2,8,local,1,16,edge_device,0.821,high,2000
