node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.994223,-92.442499,north_america,America/Chicago
1,Baltimore,USA,39.245401,-76.599569,europe,America/New_York
2,Palo Alto,USA,37.479786,-122.104611,asia_pacific,America/Los_Angeles
3,Boston,USA,42.349305,-71.094803,south_america,America/New_York
4,Los Angeles,USA,34.019704,-118.288275,africa,America/Los_Angeles
5,London,UK,51.518701,-0.173061,north_america,Europe/London
6,Paris,France,48.882526,2.353493,europe,Europe/Paris
7,Tokyo,Japan,35.669068,139.622451,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.32877,103.864743,south_america,Asia/Singapore
9,Sydney,Australia,-33.895628,151.211645,africa,Australia/Sydney
10,Rochester,USA,44.026401,-92.500302,north_america,America/Chicago
11,Baltimore,USA,39.326154,-76.583295,europe,America/New_York
12,Palo Alto,USA,37.456601,-122.16546,asia_pacific,America/Los_Angeles
13,Boston,USA,42.312277,-71.087676,south_america,America/New_York
14,Los Angeles,USA,34.086953,-118.251369,africa,America/Los_Angeles
15,London,UK,51.526234,-0.138315,north_america,Europe/London
16,Paris,France,48.863769,2.356178,europe,Europe/Paris
17,Tokyo,Japan,35.710724,139.642737,asia_pacific,Asia/Tokyo
18,Singapore,Singapore,1.31138,103.822353,south_america,Asia/Singapore
19,Sydney,Australia,-33.905399,151.217722,africa,Australia/Sydney
