node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,HIPAA,16,512,tier1_hospital,0.982,high,20000
1,clinic_001,5000,tier_2,64,local,4,256,tier2_hospital,0.944,high,5000
2,research_center_002,5000,tier_3,64,local,32,1024,research_center,1.0,critical,100000
3,mobile_unit_003,1000,tier_1,8,HIPAA,1,64,mobile_unit,0.898,high,5000
4,edge_device_004,500,tier_2,2,PIPEDA,0,16,edge_device,0.746,standard,1000
5,hospital_005,5000,tier_1,64,local,8,128,tier1_hospital,0.964,high,20000
6,clinic_006,2000,tier_2,32,PIPEDA,4,64,tier2_hospital,0.948,standard,20000
7,research_center_007,5000,tier_3,256,GDPR,16,1024,research_center,0.987,standard,50000
8,mobile_unit_008,100,tier_1,16,GDPR,2,16,mobile_unit,0.854,standard,5000
9,edge_device_009,500,tier_2,2,GDPR,1,16,edge_device,0.784,high,500
10,hospital_010,10000,tier_1,32,PIPEDA,4,256,tier1_hospital,0.986,high,20000
11,clinic_011,5000,tier_2,64,HIPAA,2,256,tier2_hospital,0.921,critical,5000
12,research_center_012,5000,tier_3,256,HIPAA,16,1024,research_center,0.995,critical,50000
13,mobile_unit_013,500,tier_1,8,local,1,32,mobile_unit,0.843,critical,2000
14,edge_device_014,500,tier_2,8,PIPEDA,0,16,edge_device,0.787,standard,500
