node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,local,16,256,tier1_hospital,0.973,critical,10000
1,clinic_001,2000,tier_2,32,PIPEDA,4,128,tier2_hospital,0.966,high,5000
2,research_center_002,5000,tier_3,64,local,16,512,research_center,0.982,critical,20000
3,mobile_unit_003,1000,tier_1,8,local,2,64,mobile_unit,0.885,critical,2000
4,edge_device_004,100,tier_2,2,HIPAA,1,32,edge_device,0.717,critical,2000
5,hospital_005,5000,tier_1,32,PIPEDA,4,512,tier1_hospital,0.971,critical,50000
6,clinic_006,5000,tier_2,32,GDPR,2,64,tier2_hospital,0.941,high,20000
7,research_center_007,5000,tier_3,128,HIPAA,32,1024,research_center,0.995,critical,20000
8,mobile_unit_008,1000,tier_1,16,HIPAA,2,16,mobile_unit,0.873,standard,1000
9,edge_device_009,50,tier_2,2,GDPR,0,32,edge_device,0.757,standard,2000
