node_id,latitude,longitude
0,44.026271,-92.499888
1,39.265681,-76.624477
2,37.409909,-122.141563
3,42.322422,-71.102269
4,34.097895,-118.2519
5,51.488681,-0.153087
6,48.830577,2.303532
7,35.69786,139.699992
8,1.326964,103.851474
9,-33.824635,151.181268
10,44.039442,-92.460627
11,39.317186,-76.573743
12,37.453011,-122.164596
13,42.404532,-71.0291
14,34.058111,-118.218171
15,51.484404,-0.136195
16,48.842264,2.356108
17,35.667476,139.646067
18,1.346006,103.794306
19,-33.887882,151.213874
