round_num,node_0,node_1,node_2,node_3,node_4,node_5,node_6,node_7,node_8,node_9,node_10,node_11,node_12,node_13,node_14,node_15,node_16,node_17,node_18,node_19
1,3.390028715133667,3.319329023361206,3.3363442420959473,3.4185757637023926,3.3204081058502197,3.3192944526672363,3.413484573364258,3.408320188522339,3.3245861530303955,3.3208630084991455,3.3205316066741943,3.3620877265930176,3.5503807067871094,3.3958778381347656,3.3177096843719482,3.31650972366333,3.33733868598938,3.3186001777648926,3.430530548095703,3.317563056945801
2,3.4817042350769043,3.391491651535034,3.4260358810424805,3.4986584186553955,3.3710076808929443,3.429562568664551,3.5777673721313477,3.5911879539489746,3.433556079864502,3.3655877113342285,3.3977773189544678,3.526472330093384,3.6837432384490967,3.4939072132110596,3.34516978263855,3.337315320968628,3.3847994804382324,3.3774890899658203,3.6463053226470947,3.3496756553649902
3,3.6023788452148438,3.5786023139953613,3.4978842735290527,3.581486225128174,3.5064635276794434,3.606058120727539,3.723543167114258,3.638206958770752,3.5812911987304688,3.435260057449341,3.5395917892456055,3.629591226577759,3.809847831726074,3.6196839809417725,3.4306681156158447,3.4086849689483643,3.4533801078796387,3.51123046875,3.787809133529663,3.4697983264923096
4,3.8192265033721924,3.7323508262634277,3.6045780181884766,3.707416296005249,3.634756326675415,3.721184015274048,3.8195526599884033,3.7623112201690674,3.7108471393585205,3.5542941093444824,3.680638551712036,3.735464334487915,3.88228178024292,3.699650526046753,3.562049150466919,3.4875340461730957,3.5801572799682617,3.6273155212402344,3.935227155685425,3.612217426300049
5,4.0206193923950195,3.8885104656219482,3.7576186656951904,3.834914207458496,3.7818753719329834,3.821161985397339,3.9382412433624268,3.9156570434570312,3.889045000076294,3.6881210803985596,3.841712236404419,3.8156983852386475,3.942882776260376,3.7926769256591797,3.6797211170196533,3.5787525177001953,3.670474052429199,3.7619266510009766,4.096109390258789,3.7425501346588135
6,4.173167705535889,4.045167922973633,3.8985116481781006,3.9873855113983154,3.9278411865234375,3.93292236328125,4.054593086242676,4.079343318939209,4.038494110107422,3.8378055095672607,3.926457166671753,3.9262585639953613,4.077935695648193,3.9400343894958496,3.7968673706054688,3.6944680213928223,3.818812847137451,3.913167953491211,4.240025520324707,3.9119436740875244
7,4.315860748291016,4.164990425109863,4.040345668792725,4.126636505126953,4.021243095397949,4.064326763153076,4.172723770141602,4.254491806030273,4.171727657318115,3.9802405834198,4.056328296661377,4.0567145347595215,4.139813423156738,4.064029216766357,3.9161505699157715,3.8208682537078857,3.930278778076172,4.052194118499756,4.374223709106445,4.034465789794922
8,4.4366583824157715,4.2721123695373535,4.186903953552246,4.288743495941162,4.180621147155762,4.23005485534668,4.292905807495117,4.350717067718506,4.29926061630249,4.119988918304443,4.141079425811768,4.136078357696533,4.452984809875488,4.160118579864502,4.071064472198486,3.9470009803771973,4.041494846343994,4.184226989746094,4.503309726715088,4.193881511688232
9,4.553135395050049,4.422605514526367,4.3056321144104,4.402228355407715,4.347548961639404,4.326044082641602,4.440001964569092,4.513484954833984,4.440356731414795,4.224217891693115,4.24098014831543,4.296740531921387,4.4561848640441895,4.3115081787109375,4.191336154937744,4.0814714431762695,4.1697096824646,4.3114094734191895,4.623842716217041,4.2979512214660645
10,4.679633617401123,4.517763614654541,4.437809467315674,4.5150465965271,4.476639747619629,4.44336462020874,4.557417392730713,4.627823352813721,4.557055950164795,4.345102310180664,4.372059345245361,4.412867546081543,4.489723205566406,4.424761772155762,4.311430931091309,4.189730167388916,4.299832344055176,4.426661968231201,4.744687557220459,4.401750564575195
