activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749404576.2985168,1
aggregation,,True,,,1,GossipAvg,1749404629.5439405,
aggregation,,False,,,1,GossipAvg,1749404629.5439472,
model_update,,,,3.788931748623991,1,,1749404630.5182292,
local_training,,,{},,2,,1749404631.0067487,1
aggregation,,True,,,2,GossipAvg,1749404675.3611045,
aggregation,,False,,,2,GossipAvg,1749404675.3611107,
model_update,,,,3.9694757492601793,2,,1749404676.2708907,
local_training,,,{},,3,,1749404676.7553866,1
aggregation,,True,,,3,GossipAvg,1749404720.8093288,
aggregation,,False,,,3,GossipAvg,1749404720.809335,
model_update,,,,3.9718259323093648,3,,1749404721.651647,
