node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,44.038698,-92.458973,north_america,America/Chicago
1,Baltimore,USA,39.281858,-76.656646,europe,America/New_York
2,Palo Alto,USA,37.397815,-122.187746,asia_pacific,America/Los_Angeles
3,Boston,USA,42.352902,-71.093142,south_america,America/New_York
4,Los Angeles,USA,34.03466,-118.258078,africa,America/Los_Angeles
5,London,UK,51.488962,-0.171661,north_america,Europe/London
6,Paris,France,48.842448,2.317796,europe,Europe/Paris
7,Tokyo,Japan,35.68734,139.63839,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.353047,103.775214,south_america,Asia/Singapore
9,Sydney,Australia,-33.820247,151.227238,africa,Australia/Sydney
