node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,SOC2,radiology,1985,research_grant,mayo_clinic,tier1_hospital,3159
1,regional,HIPAA_compliant,oncology,1992,private,johns_hopkins,tier2_hospital,1571
2,local,ISO27001,cardiology,1978,mixed,stanford_med,research_center,1778
3,regional,HIPAA_compliant,neurology,1976,private,mass_general,mobile_unit,2272
4,international,SOC2,pathology,1961,public,ucla_health,edge_device,1528
5,regional,SOC2,radiology,1952,private,mayo_clinic,tier1_hospital,4197
6,international,ISO27001,oncology,2005,private,johns_hopkins,tier2_hospital,4188
7,national,ISO27001,cardiology,2009,mixed,stanford_med,research_center,1857
8,local,ISO27001,neurology,1982,mixed,mass_general,mobile_unit,4993
9,national,HIPAA_compliant,pathology,1970,mixed,ucla_health,edge_device,1711
