timestamp,round_num,node_id,computation_type,time_taken,samples_processed,batches_processed,epochs_completed,throughput_samples_per_sec
1753397182.1728892,1,-1,training,26.527426719665527,0,0,0,
1753397212.64598,2,-1,training,22.802154779434204,0,0,0,
1753397244.115395,3,-1,training,23.7534441947937,0,0,0,
1753397256.5888932,4,-1,training,4.48114538192749,0,0,0,
1753397284.2282002,5,-1,training,19.882296562194824,0,0,0,
1753397295.8104062,6,-1,training,3.708362579345703,0,0,0,
1753397308.157657,7,-1,training,4.43195104598999,0,0,0,
1753397320.7624125,8,-1,training,4.747446537017822,0,0,0,
1753397333.0988,9,-1,training,4.480068683624268,0,0,0,
1753397345.6603434,10,-1,training,4.7485246658325195,0,0,0,
