accuracy,active_nodes,actual_client_rate,actual_data_rate,aggregator_node,avg_bandwidth_mbps,batches_processed,client_sampling_rate,communication_savings_percent,computation_type,current_epoch,data_sampling_rates,epochs_completed,event_type,loss,metrics,network_density,node_id,node_type_distribution,num_active_nodes,num_nodes,num_participating_nodes,num_sampled_clients,num_source_nodes,num_target_nodes,num_updated_nodes,organizational_entities,param_convergence,param_summary,participating_nodes,resource_efficiency_score,round_completion_time,round_num,sampled_clients,sampled_clients_count,sampled_data_points,samples_processed,source_nodes,step_name,strategy_name,target_nodes,throughput_samples_per_sec,time_per_client,time_taken,timestamp,topology_type,total_clients,total_clients_involved,total_communication_bytes,total_computation_time,total_cpu_cores,total_data_points,total_edges,total_epochs,total_gpus,total_memory_gb,updated_nodes
,,,,,3030.0,,,,,,,,NetworkStructureEvent,,,0.4,,"{'tier1_hospital': 1, 'tier2_hospital': 1, 'research_center': 1, 'mobile_unit': 1, 'edge_device': 1}",,5,,,,,,5,,,,,,0,,,,,,network_structure,,,,,,1753369645.710691,star,,,,,316,,4,,58,576,
,,,,,,,,,,,,,InitialStateEvent,,,,,,,5,,,,,,,,,,,,0,,,,,,initial_state,,,,,,1753369645.7108939,star,,,,,,,,,,,
0.0979,,,,,,,,,,,,,EvaluationEvent,2.3776705905914306,"{'loss': 2.3776705905914306, 'accuracy': 0.0979}",,,,,,,,,,,,,,,,,0,,,,,,evaluation,,,,,,1753369649.1688032,,,,,,,,,,,,
,"0,1,2,3,4",,,,,,,,,,,,LocalTrainingEvent,,{},,,,5,,,,,,,,,,,,,1,,,,,,local_training,,,,,,1753369649.168997,,,,,,,,,3,,,
,,0.2,,,,,0.2,,,,{1: 1.0},,SamplingEvent,,,,,,,,,1,,,,,,,,,,1,[1],,,,,resource_sampling,,,,,,1753369649.1691935,,5,,,,,,,,,,
,,,,,,0,,,training,,,0,ComputationTimeEvent,,,,-1,,,,,,,,,,,,,,,1,,,,0,,resource_computation_time,,,,,16.186782360076904,1753369665.3558533,,,,,,,,,,,,
,,,,,,,,,,,,,ParameterTransferEvent,,,,,,,,,,4,1,,,,"{0: {'norm': 3.299889087677002, 'mean': -0.0025290106423199177, 'std': 0.11223601549863815}, 1: {'norm': 3.6615288257598877, 'mean': -0.0042121149599552155, 'std': 0.12449651211500168}, 2: {'norm': 3.299889087677002, 'mean': -0.0025290106423199177, 'std': 0.11223601549863815}, 3: {'norm': 3.299889087677002, 'mean': -0.0025290106423199177, 'std': 0.11223601549863815}, 4: {'norm': 3.299889087677002, 'mean': -0.0025290106423199177, 'std': 0.11223601549863815}}",,,,1,,,,,"1,2,3,4",parameter_transfer,,0,,,,1753369665.4431603,,,,,,,,,,,,
,,,,0,,,,,,,,,AggregationEvent,,,,,,,,5,,,,,,,,"0,1,2,3,4",,,1,,,,,,aggregation,FedAvg,,,,,1753369665.4432821,,,,,,,,,,,,
,,,,,,,,,,,,,AggregationCostEvent,,,,,,,,,,,,,,,,,,,1,,,,,,resource_aggregation_cost,,,,,,1753369665.5330958,,,,,,,,,,,,
,,,,,,,,,,,,,ModelUpdateEvent,,,,,,,,,,,,5,,1.2780773640616743,,,,,1,,,,,,model_update,,,,,,1753369665.5680158,,,,,,,,,,,,"0,1,2,3,4"
0.1342,,,,,,,,,,,,,EvaluationEvent,2.6977129867553713,"{'loss': 2.6977129867553713, 'accuracy': 0.1342}",,,,,,,,,,,,,,,,,1,,,,,,evaluation,,,,,,1753369666.5346038,,,,,,,,,,,,
,,,,,,,,80.0,,,,,ResourceSummaryEvent,,,,,,,,,,,,,,,,,0.007727873545034993,17.365708589553833,1,,1,,,,resource_resource_summary,,,,17.365708589553833,,1753369666.5346663,,,5,39191640,0,,,,,,,
