edge,weight
0-1,2051.77
0-2,1049.01
0-3,99.08
0-4,105.53
0-5,557.25
0-6,570.93
0-7,105.17
0-8,826.81
0-9,4481.28
1-2,102.33
1-3,81.59
1-4,538.23
1-5,4144.85
1-6,937.68
1-7,1890.52
1-8,88.72
1-9,504.99
2-3,2141.67
2-4,554.75
2-5,978.98
2-6,544.11
2-7,939.73
2-8,89.26
2-9,86.11
3-4,1895.22
3-5,5152.56
3-6,1853.38
3-7,4020.72
3-8,1853.98
3-9,1193.91
4-5,111.01
4-6,867.67
4-7,954.37
4-8,4595.12
4-9,1003.3
5-6,103.79
5-7,119.07
5-8,1804.39
5-9,950.37
6-7,1821.68
6-8,1739.39
6-9,1966.06
7-8,1728.75
7-9,5279.65
8-9,1197.46
