node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,4,512,tier1_hospital,0.994,standard,50000
1,clinic_001,2000,tier_2,16,PIPEDA,8,64,tier2_hospital,0.973,high,20000
2,research_center_002,20000,tier_3,256,GDPR,16,512,research_center,0.996,critical,100000
3,mobile_unit_003,1000,tier_1,8,HIPAA,1,64,mobile_unit,0.875,high,2000
4,edge_device_004,500,tier_2,2,HIPAA,0,32,edge_device,0.782,standard,2000
5,hospital_005,10000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.991,standard,10000
6,clinic_006,2000,tier_2,32,GDPR,4,128,tier2_hospital,0.952,standard,10000
7,research_center_007,10000,tier_3,256,GDPR,32,1024,research_center,1.0,high,20000
8,mobile_unit_008,500,tier_1,8,HIPAA,2,32,mobile_unit,0.766,critical,1000
9,edge_device_009,100,tier_2,4,HIPAA,0,8,edge_device,0.882,critical,1000
