node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,ISO27001,radiology,2012,mixed,mayo_clinic,tier1_hospital,1183
1,local,HIPAA_compliant,oncology,2007,research_grant,johns_hopkins,tier2_hospital,2722
2,regional,SOC2,cardiology,2006,public,stanford_med,research_center,2567
3,national,ISO27001,neurology,1973,research_grant,mass_general,mobile_unit,3287
4,national,FedRAMP,pathology,2020,public,ucla_health,edge_device,4547
5,national,ISO27001,radiology,1958,mixed,mayo_clinic,tier1_hospital,3627
6,regional,HIPAA_compliant,oncology,1994,research_grant,johns_hopkins,tier2_hospital,4763
7,international,ISO27001,cardiology,1975,research_grant,stanford_med,research_center,4653
8,international,FedRAMP,neurology,2014,mixed,mass_general,mobile_unit,3845
9,national,ISO27001,pathology,1997,private,ucla_health,edge_device,3750
