node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,local,HIPAA_compliant,radiology,1972,research_grant,mayo_clinic,tier1_hospital,1939
1,local,FedRAMP,oncology,2014,public,johns_hopkins,tier2_hospital,561
2,local,FedRAMP,cardiology,1967,research_grant,stanford_med,research_center,426
3,national,HIPAA_compliant,neurology,2009,public,mass_general,mobile_unit,671
4,local,FedRAMP,pathology,1980,private,ucla_health,edge_device,1992
5,national,HIPAA_compliant,radiology,1992,private,mayo_clinic,tier1_hospital,1624
6,national,SOC2,oncology,2005,mixed,johns_hopkins,tier2_hospital,3960
7,regional,HIPAA_compliant,cardiology,2013,public,stanford_med,research_center,4265
8,local,ISO27001,neurology,1979,public,mass_general,mobile_unit,4184
9,national,SOC2,pathology,1962,mixed,ucla_health,edge_device,2118
