node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,HIPAA,4,256,tier1_hospital,0.986,standard,10000
1,clinic_001,2000,tier_2,32,PIPEDA,2,256,tier2_hospital,0.902,high,10000
2,research_center_002,20000,tier_3,64,local,16,1024,research_center,0.995,standard,20000
3,mobile_unit_003,100,tier_1,8,local,1,32,mobile_unit,0.762,critical,2000
4,edge_device_004,100,tier_2,8,local,1,16,edge_device,0.787,standard,2000
5,hospital_005,5000,tier_1,128,PIPEDA,8,512,tier1_hospital,0.95,standard,20000
6,clinic_006,1000,tier_2,64,PIPEDA,2,256,tier2_hospital,0.966,critical,5000
7,research_center_007,20000,tier_3,64,local,16,512,research_center,0.988,high,100000
8,mobile_unit_008,100,tier_1,8,HIPAA,2,32,mobile_unit,0.769,standard,5000
9,edge_device_009,500,tier_2,8,PIPEDA,0,16,edge_device,0.848,standard,1000
