node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,FedRAMP,radiology,2018,mixed,mayo_clinic,tier1_hospital,4497
1,local,ISO27001,oncology,1956,mixed,johns_hopkins,tier2_hospital,2800
2,local,ISO27001,cardiology,1967,private,stanford_med,research_center,3219
3,local,FedRAMP,neurology,2004,research_grant,mass_general,mobile_unit,1794
4,international,SOC2,pathology,1997,research_grant,ucla_health,edge_device,3834
5,local,FedRAMP,radiology,1980,public,mayo_clinic,tier1_hospital,2040
6,local,FedRAMP,oncology,1983,public,johns_hopkins,tier2_hospital,3792
7,international,SOC2,cardiology,1990,public,stanford_med,research_center,4833
8,local,SOC2,neurology,1960,private,mass_general,mobile_unit,3792
9,national,SOC2,pathology,2005,public,ucla_health,edge_device,2154
