node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,international,ISO27001,Rochester,USA,radiology,2007,mixed,mayo_clinic,tier1_hospital,north_america,3222,America/Chicago
1,national,HIPAA_compliant,Baltimore,USA,oncology,1980,research_grant,johns_hopkins,tier2_hospital,europe,1636,America/New_York
2,local,HIPAA_compliant,Palo Alto,USA,cardiology,1996,research_grant,stanford_med,research_center,asia_pacific,982,America/Los_Angeles
3,international,HIPAA_compliant,Boston,USA,neurology,2006,public,mass_general,mobile_unit,south_america,1815,America/New_York
4,local,ISO27001,Los Angeles,USA,pathology,2003,private,ucla_health,edge_device,africa,1249,America/Los_Angeles
5,international,ISO27001,London,UK,radiology,1995,research_grant,mayo_clinic,tier1_hospital,north_america,4013,Europe/London
6,international,HIPAA_compliant,Paris,France,oncology,1995,public,johns_hopkins,tier2_hospital,europe,4810,Europe/Paris
7,local,ISO27001,Tokyo,Japan,cardiology,1990,private,stanford_med,research_center,asia_pacific,1691,Asia/Tokyo
8,international,FedRAMP,Singapore,Singapore,neurology,1993,public,mass_general,mobile_unit,south_america,3589,Asia/Singapore
9,regional,FedRAMP,Sydney,Australia,pathology,1976,public,ucla_health,edge_device,africa,427,Australia/Sydney
