edge,weight
0-1,1842.6
0-2,108.89
0-3,1021.02
0-4,451.07
0-5,96.03
0-6,1182.18
0-7,105.22
0-8,499.67
0-9,81.41
1-2,831.11
1-3,107.39
1-4,84.1
1-5,526.21
1-6,1644.76
1-7,4896.14
1-8,5541.4
1-9,94.76
2-3,93.38
2-4,119.45
2-5,428.23
2-6,4448.35
2-7,940.2
2-8,108.79
2-9,1138.79
3-4,2277.31
3-5,102.66
3-6,952.99
3-7,533.89
3-8,5811.17
3-9,576.66
4-5,896.82
4-6,442.24
4-7,866.22
4-8,111.72
4-9,114.43
5-6,4625.13
5-7,1066.1
5-8,1081.34
5-9,1933.29
6-7,88.52
6-8,555.7
6-9,5512.89
7-8,2040.48
7-9,933.93
8-9,428.03
