edge,weight
0-1,962.02
0-2,469.94
0-3,1003.51
0-4,112.14
0-5,4478.74
0-6,1724.32
0-7,847.18
0-8,4882.49
0-9,2168.06
1-2,835.26
1-3,896.8
1-4,545.93
1-5,4061.31
1-6,118.8
1-7,469.53
1-8,1993.89
1-9,2071.13
2-3,96.73
2-4,1656.16
2-5,1183.52
2-6,5057.31
2-7,483.14
2-8,902.53
2-9,114.63
3-4,878.64
3-5,2097.7
3-6,434.95
3-7,4202.16
3-8,4135.33
3-9,518.32
4-5,2152.45
4-6,2149.74
4-7,1042.83
4-8,1983.44
4-9,4755.73
5-6,580.4
5-7,2137.44
5-8,116.55
5-9,5069.04
6-7,4597.27
6-8,2345.33
6-9,888.91
7-8,967.0
7-9,566.32
8-9,112.21
