node_id,latitude,longitude
0,43.985356,-92.512646
1,39.332521,-76.587347
2,37.458766,-122.128396
3,42.328269,-71.094544
4,34.073073,-118.273796
5,51.546897,-0.15717
6,48.817143,2.367177
7,35.627424,139.607304
8,1.355739,103.823036
9,-33.902359,151.199727
10,44.00097,-92.503993
11,39.327922,-76.610137
12,37.485187,-122.152788
13,42.348868,-71.017169
14,34.006478,-118.272766
15,51.484014,-0.110863
16,48.825318,2.366251
17,35.717444,139.677949
18,1.302187,103.86143
19,-33.870634,151.162845
