node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,PIPEDA,4,256,tier1_hospital,0.981,high,50000
1,clinic_001,2000,tier_2,32,local,2,128,tier2_hospital,0.944,standard,5000
2,research_center_002,5000,tier_3,128,local,8,256,research_center,0.986,standard,50000
3,mobile_unit_003,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.861,standard,2000
4,edge_device_004,500,tier_2,8,HIPAA,1,16,edge_device,0.762,critical,500
5,hospital_005,10000,tier_1,64,PIPEDA,16,128,tier1_hospital,0.973,critical,10000
6,clinic_006,2000,tier_2,32,local,4,128,tier2_hospital,0.973,high,20000
7,research_center_007,10000,tier_3,256,HIPAA,32,256,research_center,0.993,standard,100000
8,mobile_unit_008,500,tier_1,4,GDPR,2,16,mobile_unit,0.815,standard,5000
9,edge_device_009,500,tier_2,2,local,1,8,edge_device,0.831,critical,500
10,hospital_010,2000,tier_1,128,PIPEDA,8,256,tier1_hospital,0.96,high,50000
11,clinic_011,5000,tier_2,16,HIPAA,8,128,tier2_hospital,0.961,critical,5000
12,research_center_012,10000,tier_3,256,GDPR,16,256,research_center,0.991,standard,50000
13,mobile_unit_013,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.824,standard,1000
14,edge_device_014,100,tier_2,2,PIPEDA,0,32,edge_device,0.757,critical,1000
15,hospital_015,2000,tier_1,32,PIPEDA,4,256,tier1_hospital,0.993,high,20000
16,clinic_016,1000,tier_2,64,local,2,256,tier2_hospital,0.936,high,10000
17,research_center_017,10000,tier_3,128,GDPR,32,256,research_center,0.991,standard,20000
18,mobile_unit_018,100,tier_1,16,PIPEDA,1,32,mobile_unit,0.782,high,5000
19,edge_device_019,100,tier_2,2,HIPAA,0,8,edge_device,0.862,critical,1000
