node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,national,SOC2,Rochester,USA,radiology,2017,public,mayo_clinic,tier1_hospital,north_america,4360,America/Chicago
1,local,SOC2,Baltimore,USA,oncology,1982,public,johns_hopkins,tier2_hospital,europe,3127,America/New_York
2,international,HIPAA_compliant,Palo Alto,USA,cardiology,2018,private,stanford_med,research_center,asia_pacific,4399,America/Los_Angeles
3,international,FedRAMP,Boston,USA,neurology,1997,research_grant,mass_general,mobile_unit,south_america,3209,America/New_York
4,regional,FedRAMP,Los Angeles,USA,pathology,1999,public,ucla_health,edge_device,africa,1847,America/Los_Angeles
5,national,SOC2,London,UK,radiology,2004,mixed,mayo_clinic,tier1_hospital,north_america,3165,Europe/London
6,international,ISO27001,Paris,France,oncology,1960,research_grant,johns_hopkins,tier2_hospital,europe,3560,Europe/Paris
7,national,ISO27001,Tokyo,Japan,cardiology,1996,private,stanford_med,research_center,asia_pacific,284,Asia/Tokyo
8,international,SOC2,Singapore,Singapore,neurology,2011,private,mass_general,mobile_unit,south_america,1661,Asia/Singapore
9,national,ISO27001,Sydney,Australia,pathology,1957,research_grant,ucla_health,edge_device,africa,227,Australia/Sydney
10,international,ISO27001,Rochester,USA,radiology,2012,research_grant,mayo_clinic,tier1_hospital,north_america,264,America/Chicago
11,national,SOC2,Baltimore,USA,oncology,2017,mixed,johns_hopkins,tier2_hospital,europe,166,America/New_York
12,regional,FedRAMP,Palo Alto,USA,cardiology,2008,public,stanford_med,research_center,asia_pacific,360,America/Los_Angeles
13,regional,FedRAMP,Boston,USA,neurology,2000,research_grant,mass_general,mobile_unit,south_america,1062,America/New_York
14,local,ISO27001,Los Angeles,USA,pathology,2018,research_grant,ucla_health,edge_device,africa,2709,America/Los_Angeles
15,regional,ISO27001,London,UK,radiology,1996,mixed,mayo_clinic,tier1_hospital,north_america,3723,Europe/London
16,international,ISO27001,Paris,France,oncology,1985,private,johns_hopkins,tier2_hospital,europe,1131,Europe/Paris
17,regional,HIPAA_compliant,Tokyo,Japan,cardiology,1970,public,stanford_med,research_center,asia_pacific,4252,Asia/Tokyo
18,regional,HIPAA_compliant,Singapore,Singapore,neurology,1989,private,mass_general,mobile_unit,south_america,2042,Asia/Singapore
19,regional,HIPAA_compliant,Sydney,Australia,pathology,1961,research_grant,ucla_health,edge_device,africa,834,Australia/Sydney
