node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,32,GDPR,4,256,tier1_hospital,0.978,standard,10000
1,clinic_001,1000,tier_2,32,local,8,64,tier2_hospital,0.919,critical,10000
2,research_center_002,20000,tier_3,64,GDPR,8,1024,research_center,0.994,standard,20000
3,mobile_unit_003,100,tier_1,16,HIPAA,1,16,mobile_unit,0.812,high,2000
4,edge_device_004,50,tier_2,8,local,1,32,edge_device,0.748,critical,500
5,hospital_005,5000,tier_1,128,GDPR,16,512,tier1_hospital,0.963,standard,20000
6,clinic_006,2000,tier_2,64,HIPAA,4,128,tier2_hospital,0.956,standard,20000
7,research_center_007,10000,tier_3,256,GDPR,32,512,research_center,0.986,critical,50000
8,mobile_unit_008,100,tier_1,16,local,1,32,mobile_unit,0.837,standard,1000
9,edge_device_009,500,tier_2,4,local,0,32,edge_device,0.795,high,1000
10,hospital_010,10000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.984,critical,50000
11,clinic_011,2000,tier_2,32,HIPAA,4,64,tier2_hospital,0.961,standard,5000
12,research_center_012,5000,tier_3,128,local,32,256,research_center,0.989,high,100000
13,mobile_unit_013,500,tier_1,4,local,2,16,mobile_unit,0.756,critical,5000
14,edge_device_014,500,tier_2,2,local,1,8,edge_device,0.745,standard,1000
