node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,PIPEDA,16,256,tier1_hospital,0.995,standard,20000
1,clinic_001,2000,tier_2,32,HIPAA,8,128,tier2_hospital,0.917,critical,5000
2,research_center_002,20000,tier_3,128,HIPAA,16,256,research_center,0.994,standard,50000
3,mobile_unit_003,100,tier_1,4,local,1,64,mobile_unit,0.81,standard,1000
4,edge_device_004,500,tier_2,8,local,1,16,edge_device,0.754,standard,2000
5,hospital_005,10000,tier_1,128,GDPR,8,512,tier1_hospital,0.999,standard,50000
6,clinic_006,2000,tier_2,32,local,4,256,tier2_hospital,0.969,high,5000
7,research_center_007,10000,tier_3,64,GDPR,8,512,research_center,0.985,high,100000
8,mobile_unit_008,500,tier_1,8,PIPEDA,2,64,mobile_unit,0.8,high,2000
9,edge_device_009,50,tier_2,8,PIPEDA,1,32,edge_device,0.844,critical,2000
