timestamp,round_num,total_communication_bytes,total_computation_time,total_clients_involved,sampled_clients_count,round_completion_time,resource_efficiency_score,communication_savings_percent,time_per_client
1753355909.305712,1,16883600,0,5,3,28.26515221595764,0.02494237408005107,40.0,9.421717405319214
1753355934.8058987,2,16883600,0,5,3,25.156831979751587,0.03246434211817097,40.0,8.385610659917196
1753355961.5730453,3,16883600,0,5,3,26.384575843811035,0.029498294935924235,40.0,8.794858614603678
1753355969.8907824,4,16883600,0,5,3,7.891082048416138,0.11020034954199244,40.0,2.6303606828053794
1753355978.4628139,5,16883600,0,5,3,8.10458755493164,0.10818564104060635,40.0,2.7015291849772134
1753355986.687169,6,16883600,0,5,3,7.697461843490601,0.11831172645177036,40.0,2.5658206144968667
1753355994.8963535,7,16883600,0,5,3,7.696666240692139,0.11404937833462063,40.0,2.5655554135640464
1753356003.5702922,8,16883600,0,5,3,8.176522254943848,0.1142906447096092,40.0,2.7255074183146157
1753356010.8931508,9,16883600,0,5,3,6.648128271102905,0.13946782646030087,40.0,2.2160427570343018
1753356018.6006057,10,16883600,0,5,3,7.041286945343018,0.13011825922049072,40.0,2.3470956484476724
