timestamp,round_num,total_clients,sampled_clients,num_sampled_clients,client_sampling_rate,actual_client_rate,data_sampling_rates,total_data_points,sampled_data_points,actual_data_rate
1753355881.040759,1,5,"[4, 2, 0]",3,0.6,0.6,"{4: 1.0, 2: 1.0, 0: 1.0}",,,
1753355909.6493428,2,5,"[4, 2, 1]",3,0.6,0.6,"{4: 1.0, 2: 1.0, 1: 1.0}",,,
1753355935.188705,3,5,"[1, 3, 4]",3,0.6,0.6,"{1: 1.0, 3: 1.0, 4: 1.0}",,,
1753355961.9998987,4,5,"[1, 3, 0]",3,0.6,0.6,"{1: 1.0, 3: 1.0, 0: 1.0}",,,
1753355970.365761,5,5,"[4, 2, 0]",3,0.6,0.6,"{4: 1.0, 2: 1.0, 0: 1.0}",,,
1753355978.989904,6,5,"[1, 0, 2]",3,0.6,0.6,"{1: 1.0, 0: 1.0, 2: 1.0}",,,
1753355987.199888,7,5,"[0, 3, 2]",3,0.6,0.6,"{0: 1.0, 3: 1.0, 2: 1.0}",,,
1753355995.3939738,8,5,"[0, 1, 4]",3,0.6,0.6,"{0: 1.0, 1: 1.0, 4: 1.0}",,,
1753356004.245258,9,5,"[4, 2, 1]",3,0.6,0.6,"{4: 1.0, 2: 1.0, 1: 1.0}",,,
1753356011.5663815,10,5,"[1, 3, 4]",3,0.6,0.6,"{1: 1.0, 3: 1.0, 4: 1.0}",,,
