node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,regional,FedRAMP,radiology,1976,public,mayo_clinic,tier1_hospital,1140
1,regional,FedRAMP,oncology,1967,public,johns_hopkins,tier2_hospital,2432
2,national,FedRAMP,cardiology,1969,mixed,stanford_med,research_center,1788
3,national,ISO27001,neurology,1957,private,mass_general,mobile_unit,3039
4,regional,SOC2,pathology,1952,mixed,ucla_health,edge_device,540
5,local,SOC2,radiology,2000,mixed,mayo_clinic,tier1_hospital,1931
6,national,FedRAMP,oncology,2016,public,johns_hopkins,tier2_hospital,2867
7,regional,SOC2,cardiology,1973,mixed,stanford_med,research_center,3094
8,national,HIPAA_compliant,neurology,1993,mixed,mass_general,mobile_unit,3728
9,local,FedRAMP,pathology,2009,private,ucla_health,edge_device,1398
10,local,FedRAMP,radiology,1992,public,mayo_clinic,tier1_hospital,3650
11,regional,SOC2,oncology,1970,mixed,johns_hopkins,tier2_hospital,2535
12,international,HIPAA_compliant,cardiology,1980,public,stanford_med,research_center,4348
13,local,ISO27001,neurology,1993,mixed,mass_general,mobile_unit,4105
14,local,FedRAMP,pathology,2001,private,ucla_health,edge_device,4862
15,national,FedRAMP,radiology,2007,mixed,mayo_clinic,tier1_hospital,762
16,local,HIPAA_compliant,oncology,1971,mixed,johns_hopkins,tier2_hospital,3511
17,international,HIPAA_compliant,cardiology,1954,research_grant,stanford_med,research_center,4328
18,local,HIPAA_compliant,neurology,1956,public,mass_general,mobile_unit,3620
19,regional,HIPAA_compliant,pathology,1973,mixed,ucla_health,edge_device,1881
