node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,64,local,16,256,tier1_hospital,0.977,high,10000
1,clinic_001,1000,tier_2,64,PIPEDA,2,256,tier2_hospital,0.928,high,5000
2,research_center_002,10000,tier_3,128,GDPR,8,512,research_center,0.986,high,100000
3,mobile_unit_003,1000,tier_1,16,HIPAA,1,64,mobile_unit,0.758,critical,2000
4,edge_device_004,100,tier_2,8,PIPEDA,0,16,edge_device,0.724,critical,500
5,hospital_005,10000,tier_1,32,HIPAA,16,512,tier1_hospital,0.998,high,50000
6,clinic_006,1000,tier_2,64,HIPAA,2,64,tier2_hospital,0.976,critical,5000
7,research_center_007,20000,tier_3,128,HIPAA,32,256,research_center,0.982,high,20000
8,mobile_unit_008,1000,tier_1,4,PIPEDA,2,32,mobile_unit,0.799,critical,1000
9,edge_device_009,100,tier_2,4,GDPR,1,16,edge_device,0.708,standard,500
