node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,local,4,256,tier1_hospital,0.984,high,20000
1,clinic_001,2000,tier_2,64,PIPEDA,4,128,tier2_hospital,0.91,standard,10000
2,research_center_002,10000,tier_3,256,PIPEDA,16,1024,research_center,0.99,critical,20000
3,mobile_unit_003,500,tier_1,8,PIPEDA,1,16,mobile_unit,0.772,standard,5000
4,edge_device_004,50,tier_2,2,local,1,16,edge_device,0.827,critical,500
5,hospital_005,2000,tier_1,64,HIPAA,16,512,tier1_hospital,0.967,critical,20000
6,clinic_006,2000,tier_2,16,local,2,64,tier2_hospital,0.961,high,5000
7,research_center_007,10000,tier_3,64,PIPEDA,32,1024,research_center,1.0,critical,20000
8,mobile_unit_008,100,tier_1,8,PIPEDA,2,64,mobile_unit,0.816,standard,5000
9,edge_device_009,50,tier_2,4,PIPEDA,0,8,edge_device,0.722,standard,500
10,hospital_010,2000,tier_1,64,HIPAA,4,128,tier1_hospital,0.955,high,10000
11,clinic_011,2000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.957,high,10000
12,research_center_012,20000,tier_3,64,PIPEDA,8,512,research_center,0.989,high,100000
13,mobile_unit_013,100,tier_1,16,PIPEDA,2,16,mobile_unit,0.886,critical,2000
14,edge_device_014,100,tier_2,8,GDPR,1,8,edge_device,0.705,high,1000
15,hospital_015,5000,tier_1,64,GDPR,8,128,tier1_hospital,0.97,standard,50000
16,clinic_016,2000,tier_2,16,local,8,128,tier2_hospital,0.937,critical,10000
17,research_center_017,20000,tier_3,128,local,8,1024,research_center,0.992,standard,100000
18,mobile_unit_018,1000,tier_1,8,local,1,32,mobile_unit,0.884,critical,5000
19,edge_device_019,100,tier_2,8,HIPAA,0,16,edge_device,0.763,critical,1000
20,hospital_020,2000,tier_1,32,GDPR,16,256,tier1_hospital,0.96,high,10000
21,clinic_021,5000,tier_2,32,GDPR,2,256,tier2_hospital,0.959,high,20000
22,research_center_022,10000,tier_3,64,PIPEDA,32,512,research_center,0.992,critical,100000
23,mobile_unit_023,1000,tier_1,8,HIPAA,2,64,mobile_unit,0.764,standard,5000
24,edge_device_024,50,tier_2,2,GDPR,0,32,edge_device,0.833,standard,2000
