node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.967,critical,20000
1,clinic_001,5000,tier_2,16,local,2,128,tier2_hospital,0.968,high,10000
2,research_center_002,20000,tier_3,128,PIPEDA,32,256,research_center,0.992,standard,100000
3,mobile_unit_003,100,tier_1,8,PIPEDA,2,64,mobile_unit,0.834,critical,1000
4,edge_device_004,500,tier_2,2,GDPR,1,16,edge_device,0.753,standard,1000
5,hospital_005,2000,tier_1,128,PIPEDA,16,256,tier1_hospital,0.959,high,10000
6,clinic_006,2000,tier_2,64,PIPEDA,4,64,tier2_hospital,0.965,critical,10000
7,research_center_007,10000,tier_3,64,local,32,256,research_center,0.994,high,100000
8,mobile_unit_008,1000,tier_1,4,HIPAA,1,32,mobile_unit,0.898,standard,5000
9,edge_device_009,500,tier_2,2,PIPEDA,0,8,edge_device,0.785,standard,2000
