node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,ISO27001,Rochester,USA,radiology,1958,private,mayo_clinic,tier1_hospital,north_america,3650,America/Chicago
1,national,HIPAA_compliant,Baltimore,USA,oncology,2005,private,johns_hopkins,tier2_hospital,europe,3021,America/New_York
2,regional,FedRAMP,Palo Alto,USA,cardiology,1991,public,stanford_med,research_center,asia_pacific,1723,America/Los_Angeles
3,national,SOC2,Boston,USA,neurology,2020,public,mass_general,mobile_unit,south_america,379,America/New_York
4,international,HIPAA_compliant,Los Angeles,USA,pathology,2014,private,ucla_health,edge_device,africa,2767,America/Los_Angeles
5,regional,ISO27001,London,UK,radiology,1968,public,mayo_clinic,tier1_hospital,north_america,2756,Europe/London
6,international,SOC2,Paris,France,oncology,2000,public,johns_hopkins,tier2_hospital,europe,4229,Europe/Paris
7,national,ISO27001,Tokyo,Japan,cardiology,1962,mixed,stanford_med,research_center,asia_pacific,4512,Asia/Tokyo
8,national,SOC2,Singapore,Singapore,neurology,2018,research_grant,mass_general,mobile_unit,south_america,1347,Asia/Singapore
9,regional,FedRAMP,Sydney,Australia,pathology,1983,public,ucla_health,edge_device,africa,4294,Australia/Sydney
10,regional,HIPAA_compliant,Rochester,USA,radiology,1971,private,mayo_clinic,tier1_hospital,north_america,1241,America/Chicago
11,local,ISO27001,Baltimore,USA,oncology,1998,public,johns_hopkins,tier2_hospital,europe,1864,America/New_York
12,local,HIPAA_compliant,Palo Alto,USA,cardiology,1969,private,stanford_med,research_center,asia_pacific,834,America/Los_Angeles
13,local,FedRAMP,Boston,USA,neurology,1975,mixed,mass_general,mobile_unit,south_america,2248,America/New_York
14,international,SOC2,Los Angeles,USA,pathology,2007,public,ucla_health,edge_device,africa,619,America/Los_Angeles
15,local,HIPAA_compliant,London,UK,radiology,1999,research_grant,mayo_clinic,tier1_hospital,north_america,4678,Europe/London
16,international,FedRAMP,Paris,France,oncology,1995,public,johns_hopkins,tier2_hospital,europe,1149,Europe/Paris
17,regional,SOC2,Tokyo,Japan,cardiology,1972,mixed,stanford_med,research_center,asia_pacific,659,Asia/Tokyo
18,international,ISO27001,Singapore,Singapore,neurology,1953,mixed,mass_general,mobile_unit,south_america,4485,Asia/Singapore
19,regional,FedRAMP,Sydney,Australia,pathology,1972,public,ucla_health,edge_device,africa,3707,Australia/Sydney
