node_id,latitude,longitude
0,44.066123,-92.519797
1,39.244075,-76.563966
2,37.392057,-122.139741
3,42.315569,-71.059149
4,34.022259,-118.197274
5,51.533125,-0.15539
6,48.898872,2.342231
7,35.715723,139.630274
8,1.387269,103.816128
9,-33.902073,151.169627
10,44.047667,-92.510808
11,39.253518,-76.646692
12,37.46158,-122.112086
13,42.325224,-71.095018
14,34.094319,-118.274737
15,51.500949,-0.082885
16,48.842892,2.401104
17,35.642067,139.663517
18,1.327738,103.771057
19,-33.850537,151.17822
