node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,128,local,16,512,tier1_hospital,0.996,high,10000
1,clinic_001,1000,tier_2,16,HIPAA,8,64,tier2_hospital,0.957,standard,10000
2,research_center_002,20000,tier_3,64,GDPR,32,256,research_center,0.992,high,100000
3,mobile_unit_003,500,tier_1,4,PIPEDA,1,32,mobile_unit,0.848,standard,2000
4,edge_device_004,100,tier_2,4,PIPEDA,1,8,edge_device,0.894,critical,1000
5,hospital_005,10000,tier_1,64,PIPEDA,8,256,tier1_hospital,1.0,standard,50000
6,clinic_006,1000,tier_2,64,GDPR,8,128,tier2_hospital,0.973,standard,5000
7,research_center_007,5000,tier_3,128,GDPR,16,256,research_center,0.995,standard,50000
8,mobile_unit_008,500,tier_1,8,local,1,32,mobile_unit,0.857,standard,2000
9,edge_device_009,100,tier_2,8,local,1,8,edge_device,0.724,high,2000
10,hospital_010,10000,tier_1,32,GDPR,16,256,tier1_hospital,0.961,high,50000
11,clinic_011,1000,tier_2,16,local,4,64,tier2_hospital,0.944,critical,20000
12,research_center_012,10000,tier_3,256,GDPR,16,1024,research_center,0.987,standard,100000
13,mobile_unit_013,500,tier_1,16,local,1,16,mobile_unit,0.825,critical,5000
14,edge_device_014,500,tier_2,4,GDPR,0,32,edge_device,0.894,high,500
15,hospital_015,5000,tier_1,128,HIPAA,8,256,tier1_hospital,0.978,critical,20000
16,clinic_016,1000,tier_2,32,GDPR,8,128,tier2_hospital,0.905,standard,5000
17,research_center_017,10000,tier_3,64,PIPEDA,16,1024,research_center,0.991,high,50000
18,mobile_unit_018,500,tier_1,4,GDPR,2,32,mobile_unit,0.755,high,1000
19,edge_device_019,100,tier_2,4,GDPR,1,8,edge_device,0.784,standard,2000
20,hospital_020,2000,tier_1,64,GDPR,16,128,tier1_hospital,0.958,critical,10000
21,clinic_021,2000,tier_2,64,local,4,128,tier2_hospital,0.974,high,5000
22,research_center_022,10000,tier_3,64,PIPEDA,16,1024,research_center,0.996,high,20000
23,mobile_unit_023,100,tier_1,8,HIPAA,1,64,mobile_unit,0.858,critical,1000
24,edge_device_024,500,tier_2,2,PIPEDA,0,32,edge_device,0.732,standard,2000
25,hospital_025,2000,tier_1,32,HIPAA,16,512,tier1_hospital,0.997,high,20000
26,clinic_026,2000,tier_2,32,GDPR,2,128,tier2_hospital,0.906,critical,5000
27,research_center_027,10000,tier_3,64,GDPR,8,256,research_center,0.996,standard,100000
28,mobile_unit_028,1000,tier_1,4,local,1,64,mobile_unit,0.798,standard,1000
29,edge_device_029,100,tier_2,2,PIPEDA,1,32,edge_device,0.823,high,2000
