edge,weight
0-1,2138.17
0-2,5927.84
0-3,5134.0
0-4,5005.39
0-5,4923.49
0-6,1177.29
0-7,4567.34
0-8,2046.15
0-9,96.35
1-2,2217.09
1-3,5824.19
1-4,1182.92
1-5,90.96
1-6,87.64
1-7,882.03
1-8,958.05
1-9,538.62
2-3,5530.94
2-4,498.4
2-5,2027.43
2-6,986.07
2-7,1002.49
2-8,1644.85
2-9,4396.77
3-4,2189.38
3-5,577.25
3-6,5185.36
3-7,87.43
3-8,95.97
3-9,576.8
4-5,2298.09
4-6,481.01
4-7,871.62
4-8,1117.33
4-9,409.95
5-6,84.6
5-7,1073.57
5-8,5495.13
5-9,504.14
6-7,1100.59
6-8,97.59
6-9,1774.64
7-8,116.55
7-9,966.21
8-9,111.2
