node_id,latitude,longitude
0,44.009445,-92.471819
1,39.288345,-76.646835
2,37.487303,-122.181931
3,42.342772,-71.070715
4,34.082344,-118.211908
5,51.549601,-0.125293
6,48.827203,2.346569
7,35.707134,139.61188
8,1.333705,103.791245
9,-33.887562,151.236029
10,44.023121,-92.488236
11,39.244133,-76.623977
12,37.469314,-122.137933
13,42.381272,-71.087702
14,34.018529,-118.210731
15,51.490605,-0.144241
16,48.819441,2.379387
17,35.692647,139.624598
18,1.395306,103.781986
19,-33.844151,151.23027
