node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,GDPR,8,256,tier1_hospital,0.96,critical,50000
1,clinic_001,5000,tier_2,16,local,4,64,tier2_hospital,0.965,high,5000
2,research_center_002,5000,tier_3,64,local,8,512,research_center,0.982,high,50000
3,mobile_unit_003,1000,tier_1,16,local,1,16,mobile_unit,0.838,critical,5000
4,edge_device_004,100,tier_2,4,local,0,8,edge_device,0.848,high,2000
5,hospital_005,10000,tier_1,128,HIPAA,16,256,tier1_hospital,0.956,standard,10000
6,clinic_006,1000,tier_2,32,PIPEDA,2,64,tier2_hospital,0.959,high,20000
7,research_center_007,5000,tier_3,128,HIPAA,8,256,research_center,0.989,standard,20000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,2,16,mobile_unit,0.883,standard,5000
9,edge_device_009,100,tier_2,4,PIPEDA,1,8,edge_device,0.883,standard,500
