activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1753365049.806114,3
aggregation,,False,,,1,GossipAvg,1753365074.3761306,
aggregation,,True,,,1,GossipAvg,1753365074.3761806,
aggregation,,False,,,1,GossipAvg,1753365074.3762064,
aggregation,,False,,,1,GossipAvg,1753365074.376242,
aggregation,,False,,,1,GossipAvg,1753365074.3762605,
aggregation,,False,,,1,GossipAvg,1753365074.3762827,
aggregation,,False,,,1,GossipAvg,1753365074.376301,
aggregation,,False,,,1,GossipAvg,1753365074.3763237,
aggregation,,False,,,1,GossipAvg,1753365074.376342,
aggregation,,False,,,1,GossipAvg,1753365074.3763602,
model_update,,,,4.259712353068759,1,,1753365075.522714,
local_training,,,{},,2,,1753365076.4426134,3
aggregation,,False,,,2,GossipAvg,1753365097.7382421,
aggregation,,True,,,2,GossipAvg,1753365097.7382686,
aggregation,,False,,,2,GossipAvg,1753365097.7383785,
aggregation,,False,,,2,GossipAvg,1753365097.7384002,
aggregation,,False,,,2,GossipAvg,1753365097.738421,
aggregation,,False,,,2,GossipAvg,1753365097.738441,
aggregation,,False,,,2,GossipAvg,1753365097.73846,
aggregation,,False,,,2,GossipAvg,1753365097.738483,
aggregation,,False,,,2,GossipAvg,1753365097.7385025,
aggregation,,False,,,2,GossipAvg,1753365097.7385209,
model_update,,,,3.014141474548886,2,,1753365098.877928,
local_training,,,{},,3,,1753365099.751428,3
aggregation,,False,,,3,GossipAvg,1753365117.168821,
aggregation,,True,,,3,GossipAvg,1753365117.1688495,
aggregation,,False,,,3,GossipAvg,1753365117.1693478,
aggregation,,False,,,3,GossipAvg,1753365117.16937,
aggregation,,False,,,3,GossipAvg,1753365117.1693883,
aggregation,,False,,,3,GossipAvg,1753365117.1694067,
aggregation,,False,,,3,GossipAvg,1753365117.169426,
aggregation,,False,,,3,GossipAvg,1753365117.169446,
aggregation,,False,,,3,GossipAvg,1753365117.1694677,
aggregation,,False,,,3,GossipAvg,1753365117.1694884,
model_update,,,,2.3417871579020306,3,,1753365118.3049386,
local_training,,,{},,4,,1753365119.274726,3
aggregation,,False,,,4,GossipAvg,1753365138.7290509,
aggregation,,True,,,4,GossipAvg,1753365138.7290776,
aggregation,,False,,,4,GossipAvg,1753365138.729144,
aggregation,,False,,,4,GossipAvg,1753365138.729256,
aggregation,,False,,,4,GossipAvg,1753365138.7292793,
aggregation,,False,,,4,GossipAvg,1753365138.7293015,
aggregation,,False,,,4,GossipAvg,1753365138.7293212,
aggregation,,False,,,4,GossipAvg,1753365138.7293415,
aggregation,,False,,,4,GossipAvg,1753365138.7293591,
aggregation,,False,,,4,GossipAvg,1753365138.7293751,
model_update,,,,2.8949478449000026,4,,1753365139.89689,
local_training,,,{},,5,,1753365140.804238,3
aggregation,,False,,,5,GossipAvg,1753365144.2143104,
aggregation,,True,,,5,GossipAvg,1753365144.2143378,
aggregation,,False,,,5,GossipAvg,1753365144.21436,
aggregation,,False,,,5,GossipAvg,1753365144.2143812,
aggregation,,False,,,5,GossipAvg,1753365144.2144856,
aggregation,,False,,,5,GossipAvg,1753365144.2145069,
aggregation,,False,,,5,GossipAvg,1753365144.2145298,
aggregation,,False,,,5,GossipAvg,1753365144.2145607,
aggregation,,False,,,5,GossipAvg,1753365144.2145803,
aggregation,,False,,,5,GossipAvg,1753365144.2146,
model_update,,,,1.9484877580480398,5,,1753365145.3955183,
local_training,,,{},,6,,1753365146.3198547,3
aggregation,,False,,,6,GossipAvg,1753365150.0357258,
aggregation,,True,,,6,GossipAvg,1753365150.0357523,
aggregation,,False,,,6,GossipAvg,1753365150.0357738,
aggregation,,False,,,6,GossipAvg,1753365150.035796,
aggregation,,False,,,6,GossipAvg,1753365150.035897,
aggregation,,False,,,6,GossipAvg,1753365150.0359156,
aggregation,,False,,,6,GossipAvg,1753365150.0359347,
aggregation,,False,,,6,GossipAvg,1753365150.035955,
aggregation,,False,,,6,GossipAvg,1753365150.0359728,
aggregation,,False,,,6,GossipAvg,1753365150.0359902,
model_update,,,,2.1167858018022714,6,,1753365151.208292,
local_training,,,{},,7,,1753365152.1792114,3
aggregation,,False,,,7,GossipAvg,1753365177.134822,
aggregation,,True,,,7,GossipAvg,1753365177.1348522,
aggregation,,False,,,7,GossipAvg,1753365177.1348732,
aggregation,,False,,,7,GossipAvg,1753365177.1348946,
aggregation,,False,,,7,GossipAvg,1753365177.1350074,
aggregation,,False,,,7,GossipAvg,1753365177.1350281,
aggregation,,False,,,7,GossipAvg,1753365177.1350462,
aggregation,,False,,,7,GossipAvg,1753365177.1351094,
aggregation,,False,,,7,GossipAvg,1753365177.1351314,
aggregation,,False,,,7,GossipAvg,1753365177.1351528,
