edge,weight
0-1,836.71
0-2,583.67
0-3,1956.83
0-4,2154.02
0-5,105.62
0-6,455.82
0-7,480.95
0-8,890.55
0-9,890.99
1-2,1046.33
1-3,113.05
1-4,562.75
1-5,95.96
1-6,83.87
1-7,1089.03
1-8,90.26
1-9,2002.93
2-3,4536.46
2-4,1793.24
2-5,2124.94
2-6,84.38
2-7,1122.32
2-8,589.37
2-9,813.06
3-4,109.51
3-5,4420.72
3-6,2183.15
3-7,2282.17
3-8,93.2
3-9,2100.13
4-5,1014.45
4-6,4165.8
4-7,88.12
4-8,83.7
4-9,1853.82
5-6,1735.5
5-7,944.99
5-8,423.87
5-9,529.66
6-7,104.11
6-8,99.96
6-9,106.68
7-8,5824.62
7-9,1078.49
8-9,1743.19
