node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,local,4,512,tier1_hospital,0.989,high,10000
1,clinic_001,5000,tier_2,32,PIPEDA,8,128,tier2_hospital,0.935,high,10000
2,research_center_002,20000,tier_3,64,PIPEDA,32,512,research_center,0.992,high,100000
3,mobile_unit_003,500,tier_1,16,HIPAA,2,32,mobile_unit,0.813,standard,5000
4,edge_device_004,50,tier_2,8,PIPEDA,1,16,edge_device,0.762,high,2000
5,hospital_005,2000,tier_1,128,local,16,256,tier1_hospital,0.987,standard,20000
6,clinic_006,1000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.976,critical,20000
7,research_center_007,5000,tier_3,128,HIPAA,16,1024,research_center,0.995,high,100000
8,mobile_unit_008,100,tier_1,16,PIPEDA,2,16,mobile_unit,0.767,standard,5000
9,edge_device_009,50,tier_2,4,local,1,8,edge_device,0.85,critical,2000
