round_num,node_0,node_1,node_2,node_3,node_4
1,3.361290693283081,3.346620798110962,3.3094420433044434,3.3639419078826904,3.330399990081787
2,3.3098812103271484,3.3188083171844482,3.335456132888794,3.3193697929382324,3.348358154296875
3,3.310570240020752,3.3164727687835693,3.3270368576049805,3.339714765548706,3.341487169265747
4,3.328197717666626,3.3495683670043945,3.322584629058838,3.3509862422943115,3.3295252323150635
5,3.3350746631622314,3.3290109634399414,3.332585096359253,3.338515281677246,3.3598670959472656
6,3.339045763015747,3.331500768661499,3.348891019821167,3.324573516845703,3.348832845687866
7,3.3694264888763428,3.350470542907715,3.3677468299865723,3.327641487121582,3.3675851821899414
8,3.367431163787842,3.3519763946533203,3.3449461460113525,3.353144407272339,3.3649282455444336
9,3.357952117919922,3.375591993331909,3.346944808959961,3.346102714538574,3.3745052814483643
10,3.3761563301086426,3.3740973472595215,3.3697571754455566,3.35225510597229,3.364257335662842
