node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,international,FedRAMP,radiology,1957,private,mayo_clinic,tier1_hospital,2023
1,international,ISO27001,oncology,1991,private,johns_hopkins,tier2_hospital,1471
2,regional,ISO27001,cardiology,1959,private,stanford_med,research_center,712
3,local,ISO27001,neurology,2013,public,mass_general,mobile_unit,890
4,regional,ISO27001,pathology,2000,private,ucla_health,edge_device,3627
5,local,HIPAA_compliant,radiology,1990,public,mayo_clinic,tier1_hospital,734
6,international,FedRAMP,oncology,1968,public,johns_hopkins,tier2_hospital,4590
7,local,ISO27001,cardiology,2012,research_grant,stanford_med,research_center,960
8,local,HIPAA_compliant,neurology,2013,public,mass_general,mobile_unit,2054
9,national,HIPAA_compliant,pathology,1979,public,ucla_health,edge_device,4013
10,national,ISO27001,radiology,2005,private,mayo_clinic,tier1_hospital,1651
11,regional,HIPAA_compliant,oncology,2014,public,johns_hopkins,tier2_hospital,173
12,local,SOC2,cardiology,1958,public,stanford_med,research_center,843
13,local,ISO27001,neurology,2000,public,mass_general,mobile_unit,511
14,national,ISO27001,pathology,1963,public,ucla_health,edge_device,4422
