node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,32,GDPR,4,128,tier1_hospital,0.97,standard,10000
1,clinic_001,1000,tier_2,32,PIPEDA,2,64,tier2_hospital,0.979,standard,20000
2,research_center_002,10000,tier_3,128,local,32,1024,research_center,0.98,high,20000
3,mobile_unit_003,100,tier_1,16,PIPEDA,1,16,mobile_unit,0.761,critical,1000
4,edge_device_004,100,tier_2,4,local,1,16,edge_device,0.831,critical,500
5,hospital_005,10000,tier_1,64,HIPAA,8,256,tier1_hospital,0.977,high,10000
6,clinic_006,2000,tier_2,16,GDPR,4,128,tier2_hospital,0.959,high,20000
7,research_center_007,10000,tier_3,256,GDPR,32,512,research_center,0.983,standard,50000
8,mobile_unit_008,500,tier_1,8,GDPR,1,32,mobile_unit,0.888,standard,2000
9,edge_device_009,100,tier_2,2,GDPR,0,8,edge_device,0.751,high,1000
