node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,GDPR,8,512,tier1_hospital,0.969,critical,50000
1,clinic_001,5000,tier_2,64,local,4,64,tier2_hospital,0.953,standard,20000
2,research_center_002,20000,tier_3,256,local,8,1024,research_center,0.981,standard,100000
3,mobile_unit_003,1000,tier_1,4,HIPAA,1,16,mobile_unit,0.898,critical,5000
4,edge_device_004,50,tier_2,4,local,1,32,edge_device,0.774,standard,1000
5,hospital_005,2000,tier_1,64,local,16,128,tier1_hospital,0.985,high,50000
6,clinic_006,2000,tier_2,32,GDPR,2,128,tier2_hospital,0.904,critical,5000
7,research_center_007,5000,tier_3,64,HIPAA,32,512,research_center,0.984,critical,20000
8,mobile_unit_008,500,tier_1,8,HIPAA,1,32,mobile_unit,0.769,standard,1000
9,edge_device_009,100,tier_2,2,GDPR,1,32,edge_device,0.823,standard,500
10,hospital_010,5000,tier_1,128,GDPR,4,256,tier1_hospital,0.99,standard,50000
11,clinic_011,2000,tier_2,32,GDPR,8,256,tier2_hospital,0.926,high,5000
12,research_center_012,20000,tier_3,256,GDPR,32,512,research_center,0.997,critical,50000
13,mobile_unit_013,500,tier_1,4,HIPAA,2,64,mobile_unit,0.81,high,5000
14,edge_device_014,500,tier_2,2,GDPR,0,32,edge_device,0.732,high,1000
