node_id,latitude,longitude
0,44.024976,-92.509259
1,39.240811,-76.593588
2,37.441636,-122.099137
3,42.320184,-71.069817
4,34.02667,-118.254154
5,51.542338,-0.166341
6,48.869987,2.313714
7,35.672635,139.650607
8,1.383122,103.865381
9,-33.862001,151.237082
10,44.032672,-92.438584
11,39.27549,-76.587156
12,37.486585,-122.187109
13,42.410019,-71.011228
14,34.038373,-118.215729
15,51.534125,-0.106785
16,48.878707,2.31354
17,35.719837,139.667609
18,1.393327,103.81449
19,-33.903225,151.214917
