node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,GDPR,16,256,tier1_hospital,0.965,critical,20000
1,clinic_001,2000,tier_2,16,GDPR,8,64,tier2_hospital,0.916,critical,5000
2,research_center_002,10000,tier_3,128,GDPR,32,256,research_center,0.988,critical,50000
3,mobile_unit_003,500,tier_1,8,GDPR,1,64,mobile_unit,0.835,critical,1000
4,edge_device_004,50,tier_2,4,local,0,8,edge_device,0.718,standard,1000
5,hospital_005,5000,tier_1,128,GDPR,8,128,tier1_hospital,0.971,high,50000
6,clinic_006,1000,tier_2,32,GDPR,2,64,tier2_hospital,0.9,standard,20000
7,research_center_007,5000,tier_3,256,local,8,512,research_center,0.994,standard,100000
8,mobile_unit_008,500,tier_1,16,HIPAA,1,64,mobile_unit,0.836,standard,5000
9,edge_device_009,100,tier_2,2,local,1,32,edge_device,0.889,high,1000
