node_id,latitude,longitude
0,44.020233,-92.426081
1,39.321057,-76.625715
2,37.407057,-122.176811
3,42.388356,-71.073538
4,34.020626,-118.242168
5,51.500713,-0.139889
6,48.829026,2.328786
7,35.693165,139.629769
8,1.318373,103.844013
9,-33.887223,151.161624
10,44.033532,-92.474895
11,39.315087,-76.639875
12,37.396639,-122.106523
13,42.314989,-71.086198
14,34.015442,-118.284715
15,51.487363,-0.175206
16,48.881105,2.339644
17,35.668427,139.618542
18,1.363113,103.805081
19,-33.881721,151.239375
