node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,64,local,8,512,tier1_hospital,0.996,standard,50000
1,clinic_001,5000,tier_2,64,HIPAA,2,64,tier2_hospital,0.927,high,20000
2,research_center_002,5000,tier_3,128,GDPR,32,1024,research_center,0.999,critical,100000
3,mobile_unit_003,1000,tier_1,4,PIPEDA,1,16,mobile_unit,0.82,high,5000
4,edge_device_004,50,tier_2,8,HIPAA,1,16,edge_device,0.701,high,1000
5,hospital_005,2000,tier_1,64,GDPR,16,128,tier1_hospital,0.989,critical,50000
6,clinic_006,1000,tier_2,64,local,8,128,tier2_hospital,0.966,standard,20000
7,research_center_007,10000,tier_3,256,local,8,512,research_center,0.983,standard,50000
8,mobile_unit_008,1000,tier_1,4,PIPEDA,2,64,mobile_unit,0.839,high,2000
9,edge_device_009,100,tier_2,8,HIPAA,0,32,edge_device,0.73,critical,2000
