node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,HIPAA,4,512,tier1_hospital,0.971,critical,10000
1,clinic_001,2000,tier_2,16,PIPEDA,2,256,tier2_hospital,0.958,high,20000
2,research_center_002,10000,tier_3,256,HIPAA,8,256,research_center,0.997,standard,100000
3,mobile_unit_003,100,tier_1,4,GDPR,1,16,mobile_unit,0.767,critical,5000
4,edge_device_004,50,tier_2,4,HIPAA,1,16,edge_device,0.72,critical,1000
5,hospital_005,10000,tier_1,128,PIPEDA,4,256,tier1_hospital,0.981,standard,50000
6,clinic_006,2000,tier_2,16,HIPAA,2,64,tier2_hospital,0.98,standard,10000
7,research_center_007,5000,tier_3,256,HIPAA,16,256,research_center,0.987,high,50000
8,mobile_unit_008,500,tier_1,4,local,2,64,mobile_unit,0.838,standard,2000
9,edge_device_009,500,tier_2,8,PIPEDA,0,8,edge_device,0.818,standard,500
