node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.980642,-92.450759,north_america,America/Chicago
1,Baltimore,USA,39.313318,-76.589511,europe,America/New_York
2,Palo Alto,USA,37.392611,-122.180085,asia_pacific,America/Los_Angeles
3,Boston,USA,42.378854,-71.021411,south_america,America/New_York
4,Los Angeles,USA,34.055851,-118.247502,africa,America/Los_Angeles
5,London,UK,51.545123,-0.080468,north_america,Europe/London
6,Paris,France,48.815377,2.331805,europe,Europe/Paris
7,Tokyo,Japan,35.694145,139.668979,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.382532,103.856597,south_america,Asia/Singapore
9,Sydney,Australia,-33.85417,151.204112,africa,Australia/Sydney
