activity_type,current_epoch,is_aggregator,metrics,param_convergence,round_num,strategy_name,timestamp,total_epochs
local_training,,,{},,1,,1749439070.148601,1
aggregation,,True,,,1,GossipAvg,1749439083.015967,
aggregation,,False,,,1,GossipAvg,1749439083.015982,
aggregation,,False,,,1,GossipAvg,1749439083.0160475,
model_update,,,,2.8920269389397513,1,,1749439083.2888978,
local_training,,,{},,2,,1749439083.6192813,1
aggregation,,True,,,2,GossipAvg,1749439094.7011106,
aggregation,,False,,,2,GossipAvg,1749439094.7011223,
aggregation,,False,,,2,GossipAvg,1749439094.7011888,
model_update,,,,2.919827970707779,2,,1749439094.9634132,
local_training,,,{},,3,,1749439095.2868772,1
aggregation,,True,,,3,GossipAvg,1749439106.9454744,
aggregation,,False,,,3,GossipAvg,1749439106.9454854,
aggregation,,False,,,3,GossipAvg,1749439106.945544,
model_update,,,,2.9314545141540305,3,,1749439107.211479,
