node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,64,PIPEDA,4,256,tier1_hospital,0.957,standard,10000
1,clinic_001,1000,tier_2,64,local,2,128,tier2_hospital,0.973,critical,10000
2,research_center_002,10000,tier_3,128,GDPR,16,256,research_center,0.987,standard,100000
3,mobile_unit_003,100,tier_1,16,local,1,64,mobile_unit,0.884,standard,1000
4,edge_device_004,500,tier_2,4,local,1,32,edge_device,0.811,critical,500
5,hospital_005,2000,tier_1,32,GDPR,4,256,tier1_hospital,0.98,critical,20000
6,clinic_006,5000,tier_2,32,PIPEDA,8,256,tier2_hospital,0.975,critical,20000
7,research_center_007,20000,tier_3,256,PIPEDA,32,256,research_center,0.981,high,20000
8,mobile_unit_008,1000,tier_1,16,PIPEDA,1,16,mobile_unit,0.779,standard,2000
9,edge_device_009,500,tier_2,8,HIPAA,1,16,edge_device,0.783,critical,2000
10,hospital_010,2000,tier_1,32,HIPAA,4,128,tier1_hospital,0.996,standard,20000
11,clinic_011,5000,tier_2,64,HIPAA,8,256,tier2_hospital,0.944,standard,5000
12,research_center_012,10000,tier_3,128,PIPEDA,16,1024,research_center,0.995,high,20000
13,mobile_unit_013,500,tier_1,8,local,1,64,mobile_unit,0.785,high,2000
14,edge_device_014,500,tier_2,4,HIPAA,1,32,edge_device,0.749,high,1000
15,hospital_015,5000,tier_1,64,HIPAA,16,128,tier1_hospital,0.952,critical,50000
16,clinic_016,1000,tier_2,16,local,2,64,tier2_hospital,0.928,standard,5000
17,research_center_017,5000,tier_3,256,local,8,256,research_center,0.984,critical,100000
18,mobile_unit_018,100,tier_1,16,PIPEDA,1,64,mobile_unit,0.864,high,1000
19,edge_device_019,500,tier_2,8,HIPAA,0,8,edge_device,0.789,high,500
