node_id,admin_level,certification,city,country,department,established_year,funding_source,institution_name,institution_type,region,staff_count,timezone
0,regional,SOC2,Rochester,USA,radiology,1994,mixed,mayo_clinic,tier1_hospital,north_america,735,America/Chicago
1,regional,FedRAMP,Baltimore,USA,oncology,1981,mixed,johns_hopkins,tier2_hospital,europe,4562,America/New_York
2,regional,SOC2,Palo Alto,USA,cardiology,2006,mixed,stanford_med,research_center,asia_pacific,3380,America/Los_Angeles
3,local,FedRAMP,Boston,USA,neurology,1968,mixed,mass_general,mobile_unit,south_america,4794,America/New_York
4,national,FedRAMP,Los Angeles,USA,pathology,1985,mixed,ucla_health,edge_device,africa,3000,America/Los_Angeles
5,local,SOC2,London,UK,radiology,1957,private,mayo_clinic,tier1_hospital,north_america,602,Europe/London
6,regional,FedRAMP,Paris,France,oncology,1970,public,johns_hopkins,tier2_hospital,europe,2627,Europe/Paris
7,local,SOC2,Tokyo,Japan,cardiology,1964,mixed,stanford_med,research_center,asia_pacific,861,Asia/Tokyo
8,national,FedRAMP,Singapore,Singapore,neurology,2012,mixed,mass_general,mobile_unit,south_america,2488,Asia/Singapore
9,regional,ISO27001,Sydney,Australia,pathology,1951,research_grant,ucla_health,edge_device,africa,3971,Australia/Sydney
10,international,HIPAA_compliant,Rochester,USA,radiology,1985,mixed,mayo_clinic,tier1_hospital,north_america,184,America/Chicago
11,international,FedRAMP,Baltimore,USA,oncology,1991,research_grant,johns_hopkins,tier2_hospital,europe,2664,America/New_York
12,national,SOC2,Palo Alto,USA,cardiology,1970,public,stanford_med,research_center,asia_pacific,1900,America/Los_Angeles
13,local,HIPAA_compliant,Boston,USA,neurology,1974,mixed,mass_general,mobile_unit,south_america,4155,America/New_York
14,local,HIPAA_compliant,Los Angeles,USA,pathology,1981,mixed,ucla_health,edge_device,africa,4332,America/Los_Angeles
15,local,ISO27001,London,UK,radiology,2020,mixed,mayo_clinic,tier1_hospital,north_america,4941,Europe/London
16,regional,FedRAMP,Paris,France,oncology,2010,public,johns_hopkins,tier2_hospital,europe,704,Europe/Paris
17,national,FedRAMP,Tokyo,Japan,cardiology,1985,mixed,stanford_med,research_center,asia_pacific,1659,Asia/Tokyo
18,international,ISO27001,Singapore,Singapore,neurology,1986,private,mass_general,mobile_unit,south_america,3434,Asia/Singapore
19,national,ISO27001,Sydney,Australia,pathology,1996,public,ucla_health,edge_device,africa,1288,Australia/Sydney
