node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,5000,tier_1,128,local,8,512,tier1_hospital,0.959,high,20000
1,clinic_001,5000,tier_2,32,PIPEDA,8,64,tier2_hospital,0.918,standard,20000
2,research_center_002,20000,tier_3,128,HIPAA,16,256,research_center,0.985,high,50000
3,mobile_unit_003,1000,tier_1,16,local,1,16,mobile_unit,0.885,standard,1000
4,edge_device_004,500,tier_2,2,HIPAA,1,16,edge_device,0.766,high,500
5,hospital_005,5000,tier_1,64,HIPAA,8,128,tier1_hospital,0.955,standard,10000
6,clinic_006,1000,tier_2,32,PIPEDA,2,128,tier2_hospital,0.955,standard,10000
7,research_center_007,10000,tier_3,256,GDPR,16,512,research_center,0.992,critical,20000
8,mobile_unit_008,100,tier_1,16,local,1,16,mobile_unit,0.757,high,1000
9,edge_device_009,100,tier_2,2,HIPAA,1,16,edge_device,0.816,standard,1000
10,hospital_010,2000,tier_1,32,local,16,128,tier1_hospital,0.971,standard,20000
11,clinic_011,5000,tier_2,16,PIPEDA,4,128,tier2_hospital,0.921,standard,5000
12,research_center_012,20000,tier_3,256,GDPR,16,1024,research_center,0.985,critical,50000
13,mobile_unit_013,1000,tier_1,8,HIPAA,1,32,mobile_unit,0.825,critical,5000
14,edge_device_014,100,tier_2,2,GDPR,1,32,edge_device,0.809,high,500
