node_id,admin_level,certification,department,established_year,funding_source,institution_name,institution_type,staff_count
0,national,ISO27001,radiology,2000,research_grant,mayo_clinic,tier1_hospital,4506
1,national,SOC2,oncology,1998,research_grant,johns_hopkins,tier2_hospital,2465
2,regional,SOC2,cardiology,1994,public,stanford_med,research_center,1857
3,national,ISO27001,neurology,1962,private,mass_general,mobile_unit,646
4,national,HIPAA_compliant,pathology,1975,public,ucla_health,edge_device,791
5,national,SOC2,radiology,2014,mixed,mayo_clinic,tier1_hospital,1327
6,regional,HIPAA_compliant,oncology,1989,private,johns_hopkins,tier2_hospital,635
7,national,ISO27001,cardiology,2004,research_grant,stanford_med,research_center,755
8,national,SOC2,neurology,1955,research_grant,mass_general,mobile_unit,2408
9,local,SOC2,pathology,1989,private,ucla_health,edge_device,2442
10,regional,HIPAA_compliant,radiology,2008,mixed,mayo_clinic,tier1_hospital,1181
11,international,HIPAA_compliant,oncology,2006,public,johns_hopkins,tier2_hospital,1122
12,local,HIPAA_compliant,cardiology,1967,public,stanford_med,research_center,2351
13,regional,FedRAMP,neurology,1956,private,mass_general,mobile_unit,142
14,regional,ISO27001,pathology,1972,public,ucla_health,edge_device,623
15,national,HIPAA_compliant,radiology,1981,research_grant,mayo_clinic,tier1_hospital,3059
16,regional,HIPAA_compliant,oncology,1957,mixed,johns_hopkins,tier2_hospital,3893
17,international,ISO27001,cardiology,1973,public,stanford_med,research_center,1178
18,regional,HIPAA_compliant,neurology,1953,public,mass_general,mobile_unit,2418
19,local,HIPAA_compliant,pathology,2016,public,ucla_health,edge_device,2516
20,regional,ISO27001,radiology,1976,private,mayo_clinic,tier1_hospital,3311
21,national,FedRAMP,oncology,1956,public,johns_hopkins,tier2_hospital,2608
22,regional,HIPAA_compliant,cardiology,2016,research_grant,stanford_med,research_center,867
23,international,SOC2,neurology,1958,mixed,mass_general,mobile_unit,4989
24,local,ISO27001,pathology,2011,research_grant,ucla_health,edge_device,379
25,local,FedRAMP,radiology,2010,private,mayo_clinic,tier1_hospital,2257
26,national,SOC2,oncology,1955,public,johns_hopkins,tier2_hospital,217
27,regional,ISO27001,cardiology,1974,mixed,stanford_med,research_center,3435
28,national,ISO27001,neurology,1961,private,mass_general,mobile_unit,787
29,local,FedRAMP,pathology,1966,public,ucla_health,edge_device,2014
