node_id,city,country,latitude,longitude,region,timezone
0,Rochester,USA,43.987185,-92.508902,north_america,America/Chicago
1,Baltimore,USA,39.27766,-76.609992,europe,America/New_York
2,Palo Alto,USA,37.446699,-122.134041,asia_pacific,America/Los_Angeles
3,Boston,USA,42.326822,-71.059722,south_america,America/New_York
4,Los Angeles,USA,34.026658,-118.280478,africa,America/Los_Angeles
5,London,UK,51.508778,-0.095617,north_america,Europe/London
6,Paris,France,48.899634,2.392337,europe,Europe/Paris
7,Tokyo,Japan,35.679674,139.623504,asia_pacific,Asia/Tokyo
8,Singapore,Singapore,1.311972,103.844536,south_america,Asia/Singapore
9,Sydney,Australia,-33.908911,151.187072,africa,Australia/Sydney
10,Rochester,USA,44.018812,-92.485978,north_america,America/Chicago
11,Baltimore,USA,39.324544,-76.661087,europe,America/New_York
12,Palo Alto,USA,37.412345,-122.112675,asia_pacific,America/Los_Angeles
13,Boston,USA,42.394908,-71.080902,south_america,America/New_York
14,Los Angeles,USA,34.013294,-118.270389,africa,America/Los_Angeles
