node_id,latitude,longitude
0,44.035048,-92.506105
1,39.274368,-76.624674
2,37.397491,-122.19029
3,42.389367,-71.011734
4,34.05695,-118.237963
5,51.517297,-0.114348
6,48.817229,2.324323
7,35.712821,139.696771
8,1.377692,103.853909
9,-33.883839,151.253091
10,44.01979,-92.4396
11,39.252515,-76.595704
12,37.477913,-122.181431
13,42.39547,-71.081442
14,34.044126,-118.284642
15,51.499655,-0.16319
16,48.852255,2.304372
17,35.67767,139.629155
18,1.388677,103.832677
19,-33.863754,151.166346
