node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,2000,tier_1,128,PIPEDA,8,512,tier1_hospital,0.974,critical,10000
1,clinic_001,2000,tier_2,16,GDPR,8,128,tier2_hospital,0.924,critical,20000
2,research_center_002,20000,tier_3,256,local,8,512,research_center,0.997,high,20000
3,mobile_unit_003,100,tier_1,4,local,2,32,mobile_unit,0.838,standard,5000
4,edge_device_004,50,tier_2,4,PIPEDA,0,32,edge_device,0.745,critical,500
5,hospital_005,5000,tier_1,64,local,8,512,tier1_hospital,0.995,critical,10000
6,clinic_006,2000,tier_2,32,GDPR,8,64,tier2_hospital,0.922,critical,5000
7,research_center_007,20000,tier_3,256,PIPEDA,32,1024,research_center,0.993,critical,20000
8,mobile_unit_008,500,tier_1,4,GDPR,2,32,mobile_unit,0.899,critical,1000
9,edge_device_009,500,tier_2,4,PIPEDA,1,8,edge_device,0.796,critical,1000
10,hospital_010,10000,tier_1,128,PIPEDA,4,128,tier1_hospital,0.955,high,50000
11,clinic_011,2000,tier_2,64,local,8,64,tier2_hospital,0.906,critical,20000
12,research_center_012,5000,tier_3,128,HIPAA,16,256,research_center,0.998,standard,100000
13,mobile_unit_013,100,tier_1,4,GDPR,1,64,mobile_unit,0.862,high,5000
14,edge_device_014,100,tier_2,4,PIPEDA,0,16,edge_device,0.724,standard,2000
