node_id,node_identifier,bandwidth_mbps,compute_capability,cpu_cores,data_compliance,gpu_count,memory_gb,node_type,reliability_score,security_level,storage_gb
0,hospital_000,10000,tier_1,32,local,4,256,tier1_hospital,0.968,high,50000
1,clinic_001,2000,tier_2,16,local,4,128,tier2_hospital,0.922,critical,5000
2,research_center_002,20000,tier_3,256,local,32,1024,research_center,0.996,high,20000
3,mobile_unit_003,1000,tier_1,8,HIPAA,2,16,mobile_unit,0.788,critical,2000
4,edge_device_004,100,tier_2,8,local,1,8,edge_device,0.83,critical,2000
5,hospital_005,5000,tier_1,128,GDPR,4,256,tier1_hospital,0.99,critical,20000
6,clinic_006,2000,tier_2,16,GDPR,8,128,tier2_hospital,0.975,standard,5000
7,research_center_007,20000,tier_3,256,HIPAA,16,256,research_center,0.981,critical,20000
8,mobile_unit_008,1000,tier_1,8,HIPAA,2,32,mobile_unit,0.874,critical,5000
9,edge_device_009,100,tier_2,2,HIPAA,0,16,edge_device,0.81,critical,500
10,hospital_010,5000,tier_1,128,local,16,128,tier1_hospital,0.979,high,20000
11,clinic_011,1000,tier_2,16,HIPAA,2,256,tier2_hospital,0.935,high,10000
12,research_center_012,5000,tier_3,256,local,8,1024,research_center,0.99,high,50000
13,mobile_unit_013,1000,tier_1,8,PIPEDA,1,32,mobile_unit,0.893,high,2000
14,edge_device_014,100,tier_2,8,HIPAA,0,32,edge_device,0.762,critical,1000
