node_id,latitude,longitude
0,44.034519,-92.45699
1,39.336999,-76.582345
2,37.426552,-122.101974
3,42.330629,-71.07645
4,34.099497,-118.235409
5,51.535307,-0.084675
6,48.873435,2.335743
7,35.721253,139.631321
8,1.322205,103.810649
9,-33.825191,151.219709
10,43.995225,-92.438686
11,39.248266,-76.600345
12,37.395037,-122.13506
13,42.342521,-71.015344
14,34.099374,-118.293464
15,51.465445,-0.156096
16,48.878182,2.389091
17,35.635211,139.671681
18,1.303786,103.819476
19,-33.840876,151.244747
