edge,weight
0-1,997.49
0-2,2238.78
0-3,2387.87
0-4,843.19
0-5,558.51
0-6,585.52
0-7,107.02
0-8,5499.83
0-9,575.6
0-10,864.95
0-11,573.2
0-12,1911.33
0-13,4665.72
0-14,5291.83
0-15,561.78
0-16,886.75
0-17,4484.9
0-18,2005.82
0-19,5633.9
1-2,101.21
1-3,5533.52
1-4,462.05
1-5,933.08
1-6,1081.67
1-7,99.47
1-8,1807.03
1-9,119.43
1-10,1046.31
1-11,439.53
1-12,1069.51
1-13,87.0
1-14,1958.95
1-15,1141.84
1-16,872.36
1-17,5874.84
1-18,5709.81
1-19,957.53
2-3,1726.77
2-4,1062.45
2-5,115.62
2-6,98.75
2-7,4704.07
2-8,572.17
2-9,118.45
2-10,106.93
2-11,1018.33
2-12,1127.31
2-13,1082.75
2-14,436.37
2-15,93.81
2-16,2028.88
2-17,1085.16
2-18,401.21
2-19,116.38
3-4,86.66
3-5,92.61
3-6,84.23
3-7,570.43
3-8,2100.0
3-9,1003.66
3-10,468.2
3-11,1970.59
3-12,101.75
3-13,594.15
3-14,2391.85
3-15,2271.56
3-16,2268.94
3-17,1793.35
3-18,428.09
3-19,106.64
4-5,420.96
4-6,5927.29
4-7,5347.53
4-8,908.9
4-9,4631.09
4-10,5332.16
4-11,4183.02
4-12,94.17
4-13,5928.15
4-14,2204.94
4-15,2310.46
4-16,85.25
4-17,1103.53
4-18,1785.15
4-19,1604.47
5-6,5148.26
5-7,939.64
5-8,111.49
5-9,1725.8
5-10,1635.79
5-11,98.43
5-12,2026.29
5-13,414.91
5-14,92.67
5-15,1020.78
5-16,1110.1
5-17,418.35
5-18,946.01
5-19,1756.98
6-7,2260.67
6-8,1091.13
6-9,85.23
6-10,1029.82
6-11,479.03
6-12,582.26
6-13,5519.27
6-14,1193.22
6-15,114.44
6-16,456.21
6-17,5791.47
6-18,97.59
6-19,98.14
7-8,1088.46
7-9,415.47
7-10,4558.36
7-11,4510.16
7-12,470.03
7-13,575.29
7-14,454.9
7-15,535.9
7-16,1105.57
7-17,457.67
7-18,512.72
7-19,2196.86
8-9,86.53
8-10,2308.57
8-11,4442.24
8-12,1170.71
8-13,92.97
8-14,94.57
8-15,5237.06
8-16,4047.26
8-17,545.25
8-18,116.22
8-19,942.42
9-10,2347.88
9-11,408.01
9-12,479.36
9-13,2264.84
9-14,5579.79
9-15,4549.52
9-16,5055.24
9-17,429.07
9-18,926.07
9-19,85.79
10-11,4586.36
10-12,91.75
10-13,455.6
10-14,1086.2
10-15,80.73
10-16,1005.61
10-17,81.46
10-18,4845.41
10-19,87.83
11-12,952.11
11-13,1196.51
11-14,80.92
11-15,1045.32
11-16,832.45
11-17,4156.02
11-18,812.91
11-19,1167.97
12-13,81.57
12-14,1924.52
12-15,4951.72
12-16,992.5
12-17,977.61
12-18,489.3
12-19,1196.04
13-14,877.18
13-15,4333.6
13-16,99.27
13-17,2223.9
13-18,4430.43
13-19,945.8
14-15,533.84
14-16,2356.47
14-17,449.96
14-18,431.65
14-19,808.63
15-16,5437.35
15-17,565.78
15-18,926.95
15-19,5473.92
16-17,115.05
16-18,107.27
16-19,4570.02
17-18,5165.0
17-19,524.68
18-19,1666.93
